Year,Month,From_City,Total_Count,Stay_Prob,Outflow_Count,To_Top1,To_Top1_Count,To_Top2,To_Top2_Count,To_Top3,To_Top3_Count,To_Top4,To_Top4_Count,To_Top5,To_Top5_Count,To_Top6,To_Top6_Count,To_Top7,To_Top7_Count,To_Top8,To_Top8_Count,To_Top9,To_Top9_Count,To_Top10,To_Top10_Count,To_Top11,To_Top11_Count,To_Top12,To_Top12_Count,To_Top13,To_Top13_Count,To_Top14,To_Top14_Count,To_Top15,To_Top15_Count,To_Top16,To_Top16_Count,To_Top17,To_Top17_Count,To_Top18,To_Top18_Count,To_Top19,To_Top19_Count,To_Top20,To_Top20_Count
2018,12,北京市(1101),22785084,0.85,3417763,长春市(2201),953389,南通市(3206),316183,深圳市(4403),190423,张家口市(1307),166077,保定市(1306),149420,上海市(3101),130246,天津市(1201),97159,遂宁市(5109),83713,潍坊市(3707),83572,秦皇岛市(1303),77136,石家庄市(1301),70778,衡水市(1311),67212,周口市(4116),53833,成都市(5101),53755,福州市(3501),53098,桂林市(4503),49233,沈阳市(2101),47078,蚌埠市(3403),46732,洛阳市(4103),46293,金华市(3307),44977
2019,12,北京市(1101),22976682,0.85,3446502,长春市(2201),945928,南通市(3206),313708,深圳市(4403),206261,张家口市(1307),176172,保定市(1306),155905,上海市(3101),134863,天津市(1201),101259,遂宁市(5109),83058,潍坊市(3707),82918,秦皇岛市(1303),76533,石家庄市(1301),75903,衡水市(1311),68076,成都市(5101),56160,周口市(4116),53411,福州市(3501),52682,桂林市(4503),48847,沈阳市(2101),46709,蚌埠市(3403),46366,洛阳市(4103),45931,金华市(3307),44625
2020,12,北京市(1101),23266205,0.85,3489931,长春市(2201),944265,南通市(3206),313157,深圳市(4403),220524,张家口市(1307),185479,保定市(1306),162091,上海市(3101),139384,天津市(1201),105183,遂宁市(5109),82912,潍坊市(3707),82773,石家庄市(1301),80562,秦皇岛市(1303),76398,衡水市(1311),69130,成都市(5101),58447,周口市(4116),53317,福州市(3501),52590,桂林市(4503),48762,沈阳市(2101),46627,蚌埠市(3403),46285,洛阳市(4103),45850,哈尔滨市(2301),45285
2000,12,通化市(2205),1311867,0.5361,608575,石家庄市(1301),68570,济南市(3701),50105,沧州市(1309),43663,白城市(2208),35098,吉林市(2202),31972,潍坊市(3707),30467,长春市(2201),29195,鞍山市(2103),26877,白山市(2206),24000,青岛市(3702),20482,营口市(2108),16274,天津市(1201),16156,深圳市(4403),15682,北京市(1101),14644,牡丹江市(2310),14053,大连市(2102),14036,烟台市(3706),13649,保定市(1306),12560,威海市(3710),12502,秦皇岛市(1303),12498
2001,12,通化市(2205),1292024,0.708238339,376963,石家庄市(1301),34268,济南市(3701),28514,沧州市(1309),26314,白城市(2208),20316,长春市(2201),18279,青岛市(3702),18020,沈阳市(2101),17739,大连市(2102),17534,北京市(1101),15936,吉林市(2202),15425,潍坊市(3707),13854,鞍山市(2103),12408,白山市(2206),12378,天津市(1201),10017,营口市(2108),9428,深圳市(4403),8895,牡丹江市(2310),8469,烟台市(3706),7950,保定市(1306),7569,秦皇岛市(1303),7532
2002,12,通化市(2205),1298864,0.813971875,241625,沈阳市(2101),17925,石家庄市(1301),17126,济南市(3701),16886,沧州市(1309),16560,大连市(2102),15757,青岛市(3702),14520,北京市(1101),14070,白城市(2208),12260,长春市(2201),11899,吉林市(2202),7543,天津市(1201),6786,白山市(2206),6621,潍坊市(3707),6163,营口市(2108),5694,鞍山市(2103),5624,牡丹江市(2310),5330,深圳市(4403),5248,烟台市(3706),4830,保定市(1306),4764,秦皇岛市(1303),4740
2003,12,通化市(2205),1304335,0.85,195650,沈阳市(2101),18459,大连市(2102),15520,北京市(1101),13934,青岛市(3702),13711,沧州市(1309),13297,济南市(3701),12709,石家庄市(1301),10186,长春市(2201),9835,白城市(2208),9421,天津市(1201),6023,吉林市(2202),4654,白山市(2206),4562,营口市(2108),4380,牡丹江市(2310),4280,深圳市(4403),3933,保定市(1306),3825,秦皇岛市(1303),3806,烟台市(3706),3739,廊坊市(1310),3453,上海市(3101),3332
2004,12,通化市(2205),1308980,0.85,196347,沈阳市(2101),21139,大连市(2102),17442,北京市(1101),15803,青岛市(3702),15171,沧州市(1309),13379,济南市(3701),11932,长春市(2201),10131,白城市(2208),9055,天津市(1201),6767,石家庄市(1301),6662,牡丹江市(2310),4306,营口市(2108),4214,白山市(2206),4084,保定市(1306),3848,秦皇岛市(1303),3829,吉林市(2202),3740,深圳市(4403),3675,烟台市(3706),3621,辽阳市(2110),3476,廊坊市(1310),3475
2005,12,通化市(2205),1311866,0.85,196780,沈阳市(2101),22410,大连市(2102),18394,北京市(1101),16741,青岛市(3702),15942,沧州市(1309),13611,济南市(3701),11269,长春市(2201),10487,白城市(2208),8779,天津市(1201),7676,牡丹江市(2310),4381,营口市(2108),4091,白山市(2206),3968,保定市(1306),3915,秦皇岛市(1303),3896,辽阳市(2110),3688,烟台市(3706),3542,廊坊市(1310),3535,吉林市(2202),3456,深圳市(4403),3451,上海市(3101),3303
2006,12,通化市(2205),1311514,0.85,196727,沈阳市(2101),21773,大连市(2102),17970,北京市(1101),17125,青岛市(3702),16257,沧州市(1309),13971,长春市(2201),10884,济南市(3701),10674,天津市(1201),9331,白城市(2208),8567,牡丹江市(2310),4496,白山市(2206),4100,保定市(1306),4019,秦皇岛市(1303),3999,营口市(2108),3997,辽阳市(2110),3911,廊坊市(1310),3628,吉林市(2202),3604,烟台市(3706),3489,上海市(3101),3360,深圳市(4403),3247
2007,12,通化市(2205),1303119,0.85,195468,沈阳市(2101),19049,北京市(1101),17224,青岛市(3702),16222,大连市(2102),16048,沧州市(1309),14187,天津市(1201),11774,长春市(2201),11132,济南市(3701),9933,白城市(2208),8250,牡丹江市(2310),4566,白山市(2206),4244,保定市(1306),4081,辽阳市(2110),4063,秦皇岛市(1303),4061,营口市(2108),3855,吉林市(2202),3814,廊坊市(1310),3684,烟台市(3706),3394,上海市(3101),3393,深圳市(4403),2997
2008,12,通化市(2205),1292553,0.85,193883,北京市(1101),17259,青岛市(3702),16087,沈阳市(2101),15460,天津市(1201),14479,沧州市(1309),14432,大连市(2102),13652,长春市(2201),11396,济南市(3701),9182,白城市(2208),7934,牡丹江市(2310),4645,白山市(2206),4450,辽阳市(2110),4205,保定市(1306),4151,秦皇岛市(1303),4131,吉林市(2202),4109,廊坊市(1310),3748,营口市(2108),3713,上海市(3101),3441,烟台市(3706),3302,深圳市(4403),2744
2009,12,通化市(2205),1283152,0.85,192473,北京市(1101),17218,天津市(1201),16763,青岛市(3702),15882,沧州市(1309),14685,沈阳市(2101),11986,长春市(2201),11698,大连市(2102),11613,济南市(3701),8404,白城市(2208),7606,牡丹江市(2310),4727,白山市(2206),4709,吉林市(2202),4458,辽阳市(2110),4338,保定市(1306),4224,秦皇岛市(1303),4203,廊坊市(1310),3814,营口市(2108),3566,上海市(3101),3498,烟台市(3706),3206,威海市(3710),2875
2010,12,通化市(2205),1311852,0.85,196778,天津市(1201),18297,北京市(1101),17487,青岛市(3702),16007,沧州市(1309),15274,长春市(2201),12340,大连市(2102),11085,沈阳市(2101),9924,济南市(3701),7765,白城市(2208),7426,白山市(2206),5131,吉林市(2202),4942,牡丹江市(2310),4916,辽阳市(2110),4565,保定市(1306),4394,秦皇岛市(1303),4372,廊坊市(1310),3967,上海市(3101),3638,营口市(2108),3489,烟台市(3706),3174,威海市(3710),3083
2011,12,通化市(2205),1288057,0.85,193209,天津市(1201),17545,北京市(1101),16543,青岛市(3702),15291,沧州市(1309),15108,长春市(2201),13146,大连市(2102),10972,沈阳市(2101),8355,白城市(2208),6865,济南市(3701),6715,白山市(2206),5808,吉林市(2202),5246,牡丹江市(2310),4863,辽阳市(2110),4560,保定市(1306),4346,秦皇岛市(1303),4324,廊坊市(1310),3924,上海市(3101),3890,辽源市(2204),3467,潍坊市(3707),3368,营口市(2108),3274
2012,12,通化市(2205),1293148,0.85,193972,天津市(1201),16014,长春市(2201),15408,北京市(1101),15324,沧州市(1309),15183,青岛市(3702),14725,大连市(2102),11081,白山市(2206),7407,沈阳市(2101),7053,白城市(2208),6417,济南市(3701),5778,吉林市(2202),5735,牡丹江市(2310),4887,上海市(3101),4706,辽阳市(2110),4622,保定市(1306),4367,秦皇岛市(1303),4346,辽源市(2204),4244,廊坊市(1310),3943,潍坊市(3707),3704,营口市(2108),3164
2013,12,通化市(2205),1298552,0.85,194783,长春市(2201),18562,沧州市(1309),15191,青岛市(3702),14006,北京市(1101),13602,天津市(1201),13414,大连市(2102),11234,白山市(2206),9619,吉林市(2202),6286,沈阳市(2101),5951,白城市(2208),5938,上海市(3101),5885,辽源市(2204),5007,牡丹江市(2310),4889,济南市(3701),4809,辽阳市(2110),4660,保定市(1306),4370,秦皇岛市(1303),4348,潍坊市(3707),3954,廊坊市(1310),3945,南通市(3206),3207
2014,12,通化市(2205),1304717,0.85,195708,长春市(2201),22310,沧州市(1309),15160,青岛市(3702),13180,白山市(2206),12245,北京市(1101),11539,大连市(2102),11498,天津市(1201),9869,上海市(3101),7302,吉林市(2202),6891,辽源市(2204),5755,白城市(2208),5444,沈阳市(2101),5191,牡丹江市(2310),4879,辽阳市(2110),4683,保定市(1306),4361,秦皇岛市(1303),4339,潍坊市(3707),4148,廊坊市(1310),3937,济南市(3701),3831,南通市(3206),3442
2015,12,通化市(2205),1311354,0.85,196703,长春市(2201),26355,沧州市(1309),15111,白山市(2206),15085,青岛市(3702),12283,大连市(2102),11932,北京市(1101),9281,上海市(3101),8832,吉林市(2202),7536,辽源市(2204),6493,天津市(1201),5492,白城市(2208),4947,沈阳市(2101),4900,牡丹江市(2310),4864,辽阳市(2110),4697,保定市(1306),4347,秦皇岛市(1303),4325,潍坊市(3707),4305,廊坊市(1310),3924,南通市(3206),3672,鞍山市(2103),3666
2016,12,通化市(2205),1318707,0.85,197806,长春市(2201),29713,白山市(2206),17443,沧州市(1309),15092,大连市(2102),12386,青岛市(3702),11555,上海市(3101),10097,吉林市(2202),8085,北京市(1101),7425,辽源市(2204),7097,沈阳市(2101),4894,牡丹江市(2310),4857,辽阳市(2110),4718,白城市(2208),4552,潍坊市(3707),4447,保定市(1306),4341,秦皇岛市(1303),4320,鞍山市(2103),4035,廊坊市(1310),3919,南通市(3206),3863,营口市(2108),2843
2017,12,通化市(2205),1325736,0.85,198860,长春市(2201),31961,白山市(2206),19035,沧州市(1309),15017,大连市(2102),12656,青岛市(3702),10996,上海市(3101),10949,吉林市(2202),8439,辽源市(2204),7494,北京市(1101),6087,沈阳市(2101),4870,牡丹江市(2310),4833,辽阳市(2110),4720,潍坊市(3707),4555,保定市(1306),4320,秦皇岛市(1303),4298,鞍山市(2103),4278,白城市(2208),4255,南通市(3206),3981,廊坊市(1310),3900,七台河市(2309),2817
2018,12,通化市(2205),1330791,0.85,199619,长春市(2201),33469,白山市(2206),20127,沧州市(1309),14862,大连市(2102),12779,上海市(3101),11528,青岛市(3702),10496,吉林市(2202),8654,辽源市(2204),7749,北京市(1101),5024,沈阳市(2101),4820,牡丹江市(2310),4783,辽阳市(2110),4694,潍坊市(3707),4622,鞍山市(2103),4436,保定市(1306),4275,秦皇岛市(1303),4254,南通市(3206),4046,白城市(2208),4000,廊坊市(1310),3860,七台河市(2309),2788
2019,12,通化市(2205),1335244,0.85,200287,长春市(2201),34688,白山市(2206),21008,沧州市(1309),14742,大连市(2102),12882,上海市(3101),11996,青岛市(3702),10098,吉林市(2202),8829,辽源市(2204),7955,沈阳市(2101),4781,牡丹江市(2310),4745,潍坊市(3707),4688,辽阳市(2110),4677,鞍山市(2103),4564,保定市(1306),4241,秦皇岛市(1303),4220,北京市(1101),4174,南通市(3206),4099,廊坊市(1310),3829,白城市(2208),3797,七台河市(2309),2765
2020,12,通化市(2205),1346355,0.85,201953,长春市(2201),35901,白山市(2206),21863,沧州市(1309),14723,大连市(2102),13039,上海市(3101),12454,青岛市(3702),9821,吉林市(2202),9024,辽源市(2204),8172,潍坊市(3707),4776,沈阳市(2101),4774,牡丹江市(2310),4739,鞍山市(2103),4697,辽阳市(2110),4691,保定市(1306),4235,秦皇岛市(1303),4214,南通市(3206),4166,廊坊市(1310),3824,白城市(2208),3648,北京市(1101),3484,七台河市(2309),2762
2000,12,沧州市(1309),6639200,0.85,995880,天津市(1201),219743,北京市(1101),128761,石家庄市(1301),100487,滨州市(3716),63511,保定市(1306),41414,张家口市(1307),34102,邯郸市(1304),26771,长春市(2201),24395,上海市(3101),21357,承德市(1308),19837,三亚市(4602),19673,唐山市(1302),18702,廊坊市(1310),18695,杭州市(3301),16356,大连市(2102),15427,重庆市(5001),15319,南宁市(4501),14661,西安市(6101),12894,苏州市(3205),12454,攀枝花市(5104),11088
2001,12,沧州市(1309),6585325,0.85,987799,天津市(1201),265814,北京市(1101),127582,石家庄市(1301),78442,滨州市(3716),51682,保定市(1306),36790,张家口市(1307),33483,邯郸市(1304),26284,长春市(2201),23952,上海市(3101),20507,承德市(1308),19477,三亚市(4602),19316,杭州市(3301),16059,大连市(2102),14875,南宁市(4501),14395,廊坊市(1310),14361,重庆市(5001),14298,唐山市(1302),14183,西安市(6101),12660,苏州市(3205),12228,攀枝花市(5104),10886
2002,12,沧州市(1309),6666890,0.85,1000034,天津市(1201),310174,北京市(1101),129928,石家庄市(1301),60453,滨州市(3716),41292,张家口市(1307),33717,保定市(1306),33408,邯郸市(1304),26468,长春市(2201),24119,上海市(3101),19900,承德市(1308),19613,三亚市(4602),19451,杭州市(3301),16171,大连市(2102),14705,南宁市(4501),14496,重庆市(5001),13649,西安市(6101),12748,苏州市(3205),12313,攀枝花市(5104),10963,廊坊市(1310),10742,唐山市(1302),10660
2003,12,沧州市(1309),6738371,0.85,1010756,天津市(1201),345359,北京市(1101),132578,石家庄市(1301),45619,张家口市(1307),33961,滨州市(3716),30763,保定市(1306),30299,邯郸市(1304),26660,长春市(2201),24294,承德市(1308),19755,三亚市(4602),19592,上海市(3101),19061,杭州市(3301),16288,南宁市(4501),14601,大连市(2102),14535,重庆市(5001),12994,西安市(6101),12841,苏州市(3205),12403,攀枝花市(5104),11042,衡水市(1311),9675,大庆市(2306),9457
2004,12,沧州市(1309),6798929,0.85,1019839,天津市(1201),367954,北京市(1101),135015,石家庄市(1301),35448,张家口市(1307),34095,保定市(1306),27421,邯郸市(1304),26765,长春市(2201),24390,滨州市(3716),20012,承德市(1308),19833,三亚市(4602),19669,上海市(3101),17980,杭州市(3301),16352,南宁市(4501),14658,大连市(2102),14315,西安市(6101),12891,苏州市(3205),12451,重庆市(5001),12288,攀枝花市(5104),11085,衡水市(1311),10022,大庆市(2306),9494
2005,12,沧州市(1309),6840000,0.85,1026000,天津市(1201),377372,北京市(1101),137789,张家口市(1307),34268,石家庄市(1301),31811,邯郸市(1304),26901,保定市(1306),24969,长春市(2201),24514,承德市(1308),19934,三亚市(4602),19769,上海市(3101),16800,杭州市(3301),16436,南宁市(4501),14733,大连市(2102),14109,济南市(3701),13340,西安市(6101),12957,苏州市(3205),12515,重庆市(5001),11590,攀枝花市(5104),11142,衡水市(1311),10383,大庆市(2306),9542
2006,12,沧州市(1309),6879629,0.85,1031944,天津市(1201),375958,北京市(1101),141393,张家口市(1307),34619,石家庄市(1301),32336,邯郸市(1304),27177,长春市(2201),24765,保定市(1306),22910,承德市(1308),20138,三亚市(4602),19971,济南市(3701),19212,杭州市(3301),16604,上海市(3101),14984,南宁市(4501),14884,大连市(2102),13972,西安市(6101),13090,苏州市(3205),12643,攀枝花市(5104),11256,重庆市(5001),10940,衡水市(1311),10803,深圳市(4403),9980
2007,12,沧州市(1309),6907342,0.85,1036101,天津市(1201),365243,北京市(1101),144938,张家口市(1307),34900,石家庄市(1301),33141,邯郸市(1304),27397,济南市(3701),25150,长春市(2201),24966,保定市(1306),20943,承德市(1308),20301,三亚市(4602),20133,杭州市(3301),16739,南宁市(4501),15004,大连市(2102),13801,西安市(6101),13196,深圳市(4403),13174,苏州市(3205),12745,上海市(3101),12247,攀枝花市(5104),11347,衡水市(1311),11206,德州市(3714),10695
2008,12,沧州市(1309),6932908,0.85,1039936,天津市(1201),350238,北京市(1101),149412,张家口市(1307),35291,石家庄市(1301),34317,济南市(3701),31279,邯郸市(1304),27704,长春市(2201),25245,承德市(1308),20529,三亚市(4602),20359,保定市(1306),19238,杭州市(3301),16926,深圳市(4403),16469,南宁市(4501),15173,大连市(2102),13669,西安市(6101),13344,苏州市(3205),12888,衡水市(1311),11651,攀枝花市(5104),11474,德州市(3714),11422,乌鲁木齐市(6501),10823
2009,12,沧州市(1309),6952158,0.85,1042824,天津市(1201),332495,北京市(1101),154395,济南市(3701),37485,张家口市(1307),35633,石家庄市(1301),35629,邯郸市(1304),27973,长春市(2201),25490,承德市(1308),20728,三亚市(4602),20556,深圳市(4403),19806,保定市(1306),17759,杭州市(3301),17090,南宁市(4501),15320,大连市(2102),13512,西安市(6101),13473,苏州市(3205),13013,衡水市(1311),12087,德州市(3714),11941,乌鲁木齐市(6501),11754,攀枝花市(5104),11586
2010,12,沧州市(1309),7143300,0.85,1071495,天津市(1201),322095,北京市(1101),163494,济南市(3701),44666,石家庄市(1301),37763,张家口市(1307),36682,邯郸市(1304),28796,长春市(2201),26241,深圳市(4403),23660,承德市(1308),21338,三亚市(4602),21161,杭州市(3301),17593,保定市(1306),16925,南宁市(4501),15771,西安市(6101),13870,大连市(2102),13611,苏州市(3205),13396,乌鲁木齐市(6501),12950,衡水市(1311),12775,德州市(3714),12445,攀枝花市(5104),11927
2011,12,沧州市(1309),7029562,0.85,1054434,天津市(1201),297720,北京市(1101),167338,济南市(3701),48674,石家庄市(1301),38375,张家口市(1307),36002,邯郸市(1304),28262,深圳市(4403),26432,长春市(2201),25754,承德市(1308),20942,三亚市(4602),20769,杭州市(3301),17267,保定市(1306),15688,南宁市(4501),15478,西安市(6101),13612,乌鲁木齐市(6501),13544,唐山市(1302),13184,苏州市(3205),13148,大连市(2102),13066,衡水市(1311),12863,德州市(3714),12210
2012,12,沧州市(1309),7084244,0.85,1062637,天津市(1201),279262,北京市(1101),178115,济南市(3701),52275,石家庄市(1301),40250,张家口市(1307),36119,深圳市(4403),29739,邯郸市(1304),28354,长春市(2201),25837,承德市(1308),21010,三亚市(4602),20836,杭州市(3301),17323,南宁市(4501),15528,保定市(1306),15083,唐山市(1302),14926,乌鲁木齐市(6501),14425,西安市(6101),13657,衡水市(1311),13232,苏州市(3205),13190,大连市(2102),12815,德州市(3714),12221
2013,12,沧州市(1309),7149247,0.85,1072387,天津市(1201),259592,北京市(1101),191525,济南市(3701),55086,石家庄市(1301),42468,张家口市(1307),36211,深圳市(4403),33044,邯郸市(1304),28426,长春市(2201),25903,承德市(1308),21064,三亚市(4602),20889,杭州市(3301),17367,唐山市(1302),16286,南宁市(4501),15568,乌鲁木齐市(6501),15301,保定市(1306),14611,西安市(6101),13691,衡水市(1311),13594,苏州市(3205),13224,大连市(2102),12553,德州市(3714),12173
2014,12,沧州市(1309),7224463,0.85,1083669,天津市(1201),238827,北京市(1101),206933,济南市(3701),57386,石家庄市(1301),44959,深圳市(4403),36345,张家口市(1307),36282,邯郸市(1304),28482,长春市(2201),25954,承德市(1308),21105,三亚市(4602),20930,杭州市(3301),17401,唐山市(1302),17400,乌鲁木齐市(6501),16172,南宁市(4501),15599,廊坊市(1310),14818,保定市(1306),14221,衡水市(1311),13949,西安市(6101),13718,苏州市(3205),13250,大连市(2102),12282
2015,12,沧州市(1309),7305700,0.85,1095855,北京市(1101),223609,天津市(1201),216993,济南市(3701),59304,石家庄市(1301),47631,深圳市(4403),39624,张家口市(1307),36321,邯郸市(1304),28513,长春市(2201),25983,承德市(1308),21128,三亚市(4602),20953,廊坊市(1310),18428,唐山市(1302),18335,杭州市(3301),17420,乌鲁木齐市(6501),17032,南宁市(4501),15616,衡水市(1311),14293,保定市(1306),13883,西安市(6101),13733,苏州市(3205),13265,银川市(6401),13115
2016,12,沧州市(1309),7383418,0.85,1107513,北京市(1101),237735,天津市(1201),199098,济南市(3701),61012,石家庄市(1301),49906,深圳市(4403),42321,张家口市(1307),36382,邯郸市(1304),28560,长春市(2201),26026,廊坊市(1310),21691,承德市(1308),21163,三亚市(4602),20988,唐山市(1302),19160,乌鲁木齐市(6501),17744,杭州市(3301),17449,南宁市(4501),15642,上海市(3101),14897,衡水市(1311),14584,银川市(6401),13817,西安市(6101),13756,保定市(1306),13599
2017,12,沧州市(1309),7448987,0.85,1117348,北京市(1101),248053,天津市(1201),186567,济南市(3701),62573,石家庄市(1301),51581,深圳市(4403),44287,张家口市(1307),36464,邯郸市(1304),28625,长春市(2201),26085,廊坊市(1310),24038,承德市(1308),21211,三亚市(4602),21036,唐山市(1302),19906,乌鲁木齐市(6501),18271,杭州市(3301),17489,上海市(3101),16667,南宁市(4501),15677,衡水市(1311),14806,银川市(6401),14331,西安市(6101),13787,秦皇岛市(1303),13458
2018,12,沧州市(1309),7497800,0.85,1124670,北京市(1101),255965,天津市(1201),176722,济南市(3701),63928,石家庄市(1301),52860,深圳市(4403),45797,张家口市(1307),36511,邯郸市(1304),28662,长春市(2201),26118,廊坊市(1310),25853,承德市(1308),21238,三亚市(4602),21062,唐山市(1302),20560,乌鲁木齐市(6501),18671,上海市(3101),18037,杭州市(3301),17511,南宁市(4501),15697,衡水市(1311),14973,银川市(6401),14725,西安市(6101),13805,秦皇岛市(1303),13782
2019,12,沧州市(1309),7539627,0.85,1130944,北京市(1101),262478,天津市(1201),168681,济南市(3701),65157,石家庄市(1301),53915,深圳市(4403),47039,张家口市(1307),36553,邯郸市(1304),28695,廊坊市(1310),27343,长春市(2201),26148,承德市(1308),21263,唐山市(1302),21154,三亚市(4602),21087,上海市(3101),19162,乌鲁木齐市(6501),19002,杭州市(3301),17532,南宁市(4501),15715,衡水市(1311),15111,银川市(6401),15050,秦皇岛市(1303),14050,西安市(6101),13821
2020,12,沧州市(1309),7616630,0.85,1142495,北京市(1101),269445,天津市(1201),162742,济南市(3701),66634,石家庄市(1301),55104,深圳市(4403),48352,张家口市(1307),36787,邯郸市(1304),28879,廊坊市(1310),28761,长春市(2201),26316,唐山市(1302),21813,承德市(1308),21399,三亚市(4602),21222,上海市(3101),20223,乌鲁木齐市(6501),19387,杭州市(3301),17644,南宁市(4501),15816,银川市(6401),15407,衡水市(1311),15310,秦皇岛市(1303),14354,西安市(6101),13909
2000,12,河源市(4416),2267800,0.7328,605956,惠州市(4413),149932,深圳市(4403),134133,东莞市(4419),86995,广州市(4401),41375,佛山市(4406),31795,遵义市(5203),29663,赣州市(3607),19126,中山市(4420),16547,贵阳市(5201),13953,三亚市(4602),13856,珠海市(4404),12993,清远市(4418),10898,济南市(3701),10309,梅州市(4414),8408,汕尾市(4415),4581,南宁市(4501),3114,北京市(1101),2834,汕头市(4405),2074,泉州市(3505),1951,上海市(3101),1932
2001,12,河源市(4416),2373230,0.776734841,529860,深圳市(4403),139878,惠州市(4413),113738,东莞市(4419),77544,广州市(4401),37823,遵义市(5203),26023,佛山市(4406),25109,赣州市(3607),15958,中山市(4420),12711,贵阳市(5201),12241,三亚市(4602),12156,珠海市(4404),10807,济南市(3701),9044,清远市(4418),8992,梅州市(4414),5555,汕尾市(4415),3740,南宁市(4501),2600,北京市(1101),2375,汕头市(4405),1820,泉州市(3505),1712,上海市(3101),1615
2002,12,河源市(4416),2516465,0.803738585,493885,深圳市(4403),148667,惠州市(4413),93394,东莞市(4419),72996,广州市(4401),36603,遵义市(5203),24196,佛山市(4406),21422,赣州市(3607),14042,贵阳市(5201),11382,三亚市(4602),11302,中山市(4420),10251,珠海市(4404),9482,济南市(3701),8409,清远市(4418),7832,梅州市(4414),3660,汕尾市(4415),3218,南宁市(4501),2295,北京市(1101),2101,汕头市(4405),1692,泉州市(3505),1592,上海市(3101),1427
2003,12,河源市(4416),2639017,0.820871915,472722,深圳市(4403),155966,惠州市(4413),80879,东莞市(4419),70133,广州市(4401),36240,遵义市(5203),23043,佛山市(4406),19153,赣州市(3607),12583,贵阳市(5201),10839,三亚市(4602),10764,中山市(4420),8519,珠海市(4404),8474,济南市(3701),8008,清远市(4418),6956,汕尾市(4415),2817,梅州市(4414),2336,南宁市(4501),2069,北京市(1101),1897,汕头市(4405),1611,泉州市(3505),1516,上海市(3101),1288
2004,12,河源市(4416),2731775,0.831409294,460552,深圳市(4403),159959,惠州市(4413),73638,东莞市(4419),68097,广州市(4401),36351,遵义市(5203),22255,佛山市(4406),17810,赣州市(3607),11355,贵阳市(5201),10469,三亚市(4602),10396,济南市(3701),7734,珠海市(4404),7633,中山市(4420),7405,清远市(4418),6232,汕尾市(4415),2482,南宁市(4501),1886,北京市(1101),1729,汕头市(4405),1556,梅州市(4414),1518,泉州市(3505),1464,重庆市(5001),1236
2005,12,河源市(4416),2782400,0.8369,453809,深圳市(4403),159115,惠州市(4413),70327,东莞市(4419),66443,广州市(4401),36733,遵义市(5203),21676,佛山市(4406),17134,赣州市(3607),10247,贵阳市(5201),10196,三亚市(4602),10125,济南市(3701),7533,中山市(4420),6916,珠海市(4404),6884,清远市(4418),5596,韶关市(4402),2562,汕尾市(4415),2185,南宁市(4501),1727,江门市(4407),1670,肇庆市(4412),1591,北京市(1101),1582,汕头市(4405),1516
2006,12,河源市(4416),2812642,0.839775109,450655,深圳市(4403),154455,惠州市(4413),73637,东莞市(4419),64664,广州市(4401),37336,遵义市(5203),21130,佛山市(4406),17516,贵阳市(5201),9939,三亚市(4602),9870,赣州市(3607),9166,济南市(3701),7343,中山市(4420),6745,珠海市(4404),6060,清远市(4418),4993,韶关市(4402),4035,江门市(4407),2764,肇庆市(4412),2258,汕尾市(4415),1903,南宁市(4501),1576,湛江市(4408),1479,汕头市(4405),1477
2007,12,河源市(4416),2837639,0.841978632,448408,深圳市(4403),147334,惠州市(4413),82632,东莞市(4419),62007,广州市(4401),37675,遵义市(5203),20359,佛山市(4406),18749,贵阳市(5201),9577,三亚市(4602),9510,赣州市(3607),8014,济南市(3701),7075,中山市(4420),6525,珠海市(4404),5102,韶关市(4402),5001,清远市(4418),4366,江门市(4407),3475,肇庆市(4412),2700,湛江市(4408),1922,汕尾市(4415),1615,汕头市(4405),1424,南宁市(4501),1416
2008,12,河源市(4416),2859847,0.843540007,447452,深圳市(4403),140371,惠州市(4413),93133,东莞市(4419),59315,广州市(4401),37884,佛山市(4406),20234,遵义市(5203),19634,贵阳市(5201),9236,三亚市(4602),9171,赣州市(3607),6916,济南市(3701),6823,中山市(4420),6359,韶关市(4402),5562,珠海市(4404),4241,江门市(4407),3885,清远市(4418),3782,肇庆市(4412),2961,湛江市(4408),2332,梅州市(4414),1555,汕头市(4405),1373,汕尾市(4415),1347
2009,12,河源市(4416),2875971,0.844480694,447269,深圳市(4403),135337,惠州市(4413),101694,东莞市(4419),57117,广州市(4401),38028,佛山市(4406),21468,遵义市(5203),19126,贵阳市(5201),8997,三亚市(4602),8934,济南市(3701),6647,中山市(4420),6320,赣州市(3607),5921,韶关市(4402),5834,江门市(4407),4081,珠海市(4404),3636,清远市(4418),3266,肇庆市(4412),3091,湛江市(4408),2738,梅州市(4414),1725,汕头市(4405),1337,泉州市(3505),1258
2010,12,河源市(4416),2958200,0.8448,459113,深圳市(4403),137198,惠州市(4413),108226,东莞市(4419),57285,广州市(4401),39169,佛山市(4406),22609,遵义市(5203),19473,贵阳市(5201),9160,三亚市(4602),9096,济南市(3701),6768,中山市(4420),6647,韶关市(4402),6077,赣州市(3607),5173,江门市(4407),4251,珠海市(4404),3503,湛江市(4408),3262,肇庆市(4412),3216,清远市(4418),2900,梅州市(4414),1918,汕头市(4405),1362,泉州市(3505),1281
