Year,Month,From_City,Total_Count,Stay_Prob,Outflow_Count,To_Top1,To_Top1_Count,To_Top2,To_Top2_Count,To_Top3,To_Top3_Count,To_Top4,To_Top4_Count,To_Top5,To_Top5_Count,To_Top6,To_Top6_Count,To_Top7,To_Top7_Count,To_Top8,To_Top8_Count,To_Top9,To_Top9_Count,To_Top10,To_Top10_Count,To_Top11,To_Top11_Count,To_Top12,To_Top12_Count,To_Top13,To_Top13_Count,To_Top14,To_Top14_Count,To_Top15,To_Top15_Count,To_Top16,To_Top16_Count,To_Top17,To_Top17_Count,To_Top18,To_Top18_Count,To_Top19,To_Top19_Count,To_Top20,To_Top20_Count
2011,12,河源市(4416),2905723,0.840999934,462010,深圳市(4403),139494,惠州市(4413),108789,东莞市(4419),56920,广州市(4401),39467,佛山市(4406),22799,遵义市(5203),19716,贵阳市(5201),9274,三亚市(4602),9210,中山市(4420),7049,济南市(3701),6852,韶关市(4402),5948,赣州市(3607),4344,江门市(4407),4142,湛江市(4408),3692,珠海市(4404),3554,肇庆市(4412),3176,清远市(4418),2506,梅州市(4414),2059,汕头市(4405),1379,泉州市(3505),1297
2012,12,河源市(4416),2913085,0.83042055,493999,深圳市(4403),152666,惠州市(4413),114793,东莞市(4419),60178,广州市(4401),42051,佛山市(4406),24299,遵义市(5203),21324,贵阳市(5201),10031,三亚市(4602),9961,中山市(4420),8106,济南市(3701),7411,韶关市(4402),5784,湛江市(4408),4292,江门市(4407),3972,珠海市(4404),3896,赣州市(3607),3704,肇庆市(4412),3178,梅州市(4414),2345,清远市(4418),2244,汕头市(4405),1491,泉州市(3505),1403
2013,12,河源市(4416),2916096,0.814058157,542224,深圳市(4403),173776,惠州市(4413),122318,东莞市(4419),65479,广州市(4401),45785,佛山市(4406),26367,遵义市(5203),23837,贵阳市(5201),11213,三亚市(4602),11134,中山市(4420),9778,济南市(3701),8284,韶关市(4402),5290,湛江市(4408),5057,珠海市(4404),4515,江门市(4407),3524,肇庆市(4412),3078,赣州市(3607),2995,梅州市(4414),2738,清远市(4418),1988,汕头市(4405),1667,泉州市(3505),1568
2014,12,河源市(4416),2916001,0.792631246,604688,深圳市(4403),203691,惠州市(4413),129415,东莞市(4419),72671,广州市(4401),50426,佛山市(4406),28720,遵义市(5203),27304,贵阳市(5201),12843,三亚市(4602),12754,中山市(4420),12256,济南市(3701),9489,湛江市(4408),6036,珠海市(4404),5529,韶关市(4402),4228,梅州市(4414),3252,肇庆市(4412),2772,江门市(4407),2621,赣州市(3607),2080,汕头市(4405),1909,泉州市(3505),1796,清远市(4418),1680
2015,12,河源市(4416),2912400,0.7666,679754,深圳市(4403),244111,惠州市(4413),133366,东莞市(4419),81755,广州市(4401),55723,遵义市(5203),31862,佛山市(4406),30979,中山市(4420),15840,贵阳市(5201),14988,三亚市(4602),14883,济南市(3701),11073,湛江市(4408),7283,珠海市(4404),7138,梅州市(4414),3904,韶关市(4402),2266,汕头市(4405),2228,肇庆市(4412),2116,泉州市(3505),2096,厦门市(3502),1923,重庆市(5001),1769,长沙市(4301),1594
2016,12,河源市(4416),2911984,0.754771423,714102,深圳市(4403),271258,惠州市(4413),126861,东莞市(4419),85998,广州市(4401),57446,遵义市(5203),34620,佛山市(4406),31031,中山市(4420),18710,贵阳市(5201),16285,三亚市(4602),16171,济南市(3701),12031,珠海市(4404),8499,湛江市(4408),8138,梅州市(4414),4325,汕头市(4405),2421,泉州市(3505),2277,厦门市(3502),2124,重庆市(5001),1922,长沙市(4301),1732,南通市(3206),1535,昆明市(5301),1493
2017,12,河源市(4416),2915560,0.769372664,672408,深圳市(4403),264705,惠州市(4413),109575,东莞市(4419),80689,广州市(4401),53076,遵义市(5203),33260,佛山市(4406),28020,中山市(4420),18998,贵阳市(5201),15645,三亚市(4602),15536,济南市(3701),11559,珠海市(4404),8672,湛江市(4408),8010,梅州市(4414),4212,汕头市(4405),2326,泉州市(3505),2188,厦门市(3502),2071,重庆市(5001),1847,长沙市(4301),1664,南通市(3206),1475,昆明市(5301),1434
2018,12,河源市(4416),2917376,0.809181245,556690,深圳市(4403),225269,惠州市(4413),84118,东莞市(4419),66593,广州市(4401),43254,遵义市(5203),27969,佛山市(4406),22393,中山市(4420),16642,贵阳市(5201),13156,三亚市(4602),13065,济南市(3701),9720,珠海市(4404),7623,湛江市(4408),6879,梅州市(4414),3579,汕头市(4405),1956,泉州市(3505),1840,厦门市(3502),1764,重庆市(5001),1553,长沙市(4301),1399,南通市(3206),1240,昆明市(5301),1206
2019,12,河源市(4416),2919515,0.85,437927,深圳市(4403),181088,惠州市(4413),61750,东莞市(4419),52198,广州市(4401),33540,遵义市(5203),22267,佛山市(4406),17067,中山市(4420),13683,贵阳市(5201),10474,三亚市(4602),10401,济南市(3701),7739,珠海市(4404),6284,湛江市(4408),5580,梅州市(4414),2873,汕头市(4405),1557,泉州市(3505),1465,厦门市(3502),1420,重庆市(5001),1236,长沙市(4301),1114,南通市(3206),988,昆明市(5301),960
2020,12,河源市(4416),2937308,0.85,440596,深圳市(4403),185561,惠州市(4413),58280,东莞市(4419),52353,广州市(4401),33321,遵义市(5203),22633,佛山市(4406),16694,中山市(4420),14281,贵阳市(5201),10647,三亚市(4602),10572,济南市(3701),7866,珠海市(4404),6572,湛江市(4408),5768,梅州市(4414),2941,汕头市(4405),1583,泉州市(3505),1489,厦门市(3502),1459,重庆市(5001),1257,长沙市(4301),1132,南通市(3206),1004,昆明市(5301),976
2000,12,清远市(4418),3149800,0.8077,605707,广州市(4401),164988,佛山市(4406),115196,赣州市(3607),54913,东莞市(4419),41628,江门市(4407),36340,韶关市(4402),34500,贵阳市(5201),33179,湘潭市(4303),18958,深圳市(4403),15102,济南市(3701),12718,重庆市(5001),10326,舟山市(3309),6235,长沙市(4301),6048,惠州市(4413),5979,上海市(3101),5758,宁波市(3302),4224,珠海市(4404),4145,云浮市(4453),3527,武汉市(4201),3394,襄阳市(4206),3329
2001,12,清远市(4418),3228102,0.85,484215,广州市(4401),131505,佛山市(4406),96723,东莞市(4419),37191,赣州市(3607),35153,贵阳市(5201),26401,韶关市(4402),23294,深圳市(4403),22808,江门市(4407),21415,湘潭市(4303),15085,济南市(3701),10120,重庆市(5001),8217,珠海市(4404),5280,舟山市(3309),4961,长沙市(4301),4480,中山市(4420),4414,惠州市(4413),3844,上海市(3101),3538,宁波市(3302),3361,云浮市(4453),2807,襄阳市(4206),2649
2002,12,清远市(4418),3361102,0.85,504165,广州市(4401),136629,佛山市(4406),105622,东莞市(4419),42663,深圳市(4403),33370,赣州市(3607),27580,贵阳市(5201),27363,韶关市(4402),20271,湘潭市(4303),15635,江门市(4407),15334,济南市(3701),10489,重庆市(5001),8516,珠海市(4404),7336,中山市(4420),7175,舟山市(3309),5142,长沙市(4301),4227,宁波市(3302),3484,惠州市(4413),3250,云浮市(4453),2909,襄阳市(4206),2745,上海市(3101),2698
2003,12,清远市(4418),3472313,0.85,520847,广州市(4401),140778,佛山市(4406),114152,东莞市(4419),47486,深圳市(4403),42174,贵阳市(5201),28109,赣州市(3607),19237,韶关市(4402),17603,湘潭市(4303),16061,济南市(3701),10775,江门市(4407),10123,中山市(4420),9791,珠海市(4404),9096,重庆市(5001),8748,舟山市(3309),5282,长沙市(4301),3864,宁波市(3302),3578,云浮市(4453),2988,襄阳市(4206),2820,惠州市(4413),2800,北京市(1101),2656
2004,12,清远市(4418),3553852,0.85,533078,广州市(4401),144029,佛山市(4406),122273,东莞市(4419),51094,深圳市(4403),48282,贵阳市(5201),28658,湘潭市(4303),16375,韶关市(4402),15746,中山市(4420),12055,济南市(3701),10986,珠海市(4404),10346,赣州市(3607),10340,重庆市(5001),8919,江门市(4407),6518,舟山市(3309),5385,宁波市(3302),3648,长沙市(4301),3426,云浮市(4453),3046,襄阳市(4206),2875,北京市(1101),2708,惠州市(4413),2527
2005,12,清远市(4418),3593700,0.85,539055,广州市(4401),146115,佛山市(4406),129655,东莞市(4419),52803,深圳市(4403),50716,贵阳市(5201),28963,湘潭市(4303),16549,韶关市(4402),15103,中山市(4420),13737,济南市(3701),11102,珠海市(4404),10853,重庆市(5001),9014,舟山市(3309),5443,江门市(4407),5196,宁波市(3302),3687,肇庆市(4412),3410,云浮市(4453),3079,长沙市(4301),2938,襄阳市(4206),2906,北京市(1101),2737,惠州市(4413),2443
2006,12,清远市(4418),3609608,0.85,541441,广州市(4401),145270,佛山市(4406),135405,东莞市(4419),52418,深圳市(4403),48967,贵阳市(5201),28633,湘潭市(4303),16360,韶关市(4402),15119,中山市(4420),14785,济南市(3701),10976,珠海市(4404),10706,重庆市(5001),8912,江门市(4407),5743,舟山市(3309),5381,肇庆市(4412),4220,宁波市(3302),3645,云浮市(4453),3044,襄阳市(4206),2873,北京市(1101),2706,惠州市(4413),2590,长沙市(4301),2407
2007,12,清远市(4418),3612367,0.85,541855,广州市(4401),143689,佛山市(4406),141187,东莞市(4419),51630,深圳市(4403),45318,贵阳市(5201),28101,湘潭市(4303),16056,中山市(4420),15645,韶关市(4402),15279,济南市(3701),10772,珠海市(4404),10442,重庆市(5001),8746,江门市(4407),7057,舟山市(3309),5281,肇庆市(4412),4791,宁波市(3302),3577,惠州市(4413),2992,云浮市(4453),2987,襄阳市(4206),2819,北京市(1101),2655,武汉市(4201),2078
2008,12,清远市(4418),3611588,0.85,541738,佛山市(4406),146378,广州市(4401),142201,东莞市(4419),50848,深圳市(4403),41283,贵阳市(5201),27589,中山市(4420),16412,湘潭市(4303),15764,韶关市(4402),15518,济南市(3701),10576,珠海市(4404),10149,江门市(4407),8592,重庆市(5001),8587,舟山市(3309),5184,肇庆市(4412),5160,惠州市(4413),3565,宁波市(3302),3512,云浮市(4453),2933,襄阳市(4206),2768,北京市(1101),2607,武汉市(4201),1928
2009,12,清远市(4418),3609699,0.85,541455,佛山市(4406),149989,广州市(4401),141018,东莞市(4419),50245,深圳市(4403),38037,贵阳市(5201),27191,中山市(4420),17131,韶关市(4402),15721,湘潭市(4303),15536,济南市(3701),10423,珠海市(4404),9869,江门市(4407),9842,重庆市(5001),8463,肇庆市(4412),5355,舟山市(3309),5110,惠州市(4413),4224,宁波市(3302),3462,云浮市(4453),2890,襄阳市(4206),2728,北京市(1101),2569,湛江市(4408),1880
2010,12,清远市(4418),3703800,0.85,555570,佛山市(4406),155089,广州市(4401),144014,东莞市(4419),51296,深圳市(4403),37616,贵阳市(5201),27700,中山市(4420),18324,韶关市(4402),16198,湘潭市(4303),15827,济南市(3701),10618,江门市(4407),10614,珠海市(4404),9888,重庆市(5001),8621,肇庆市(4412),5548,舟山市(3309),5205,惠州市(4413),5029,宁波市(3302),3526,云浮市(4453),2945,襄阳市(4206),2779,北京市(1101),2618,湛江市(4408),2045
2011,12,清远市(4418),3648159,0.85,547224,佛山市(4406),152468,广州市(4401),141545,东莞市(4419),50606,深圳市(4403),37048,贵阳市(5201),27280,中山市(4420),18791,湘潭市(4303),15587,韶关市(4402),15488,济南市(3701),10457,江门市(4407),10342,珠海市(4404),9340,重庆市(5001),8491,惠州市(4413),5708,肇庆市(4412),5376,舟山市(3309),5126,宁波市(3302),3473,云浮市(4453),2900,襄阳市(4206),2737,北京市(1101),2578,湛江市(4408),2118
2012,12,清远市(4418),3686174,0.85,552926,佛山市(4406),153807,广州市(4401),142972,东莞市(4419),51486,深圳市(4403),37650,贵阳市(5201),27719,中山市(4420),19712,湘潭市(4303),15838,韶关市(4402),14437,济南市(3701),10625,江门市(4407),10139,珠海市(4404),8694,重庆市(5001),8627,惠州市(4413),6695,舟山市(3309),5209,肇庆市(4412),5193,宁波市(3302),3529,云浮市(4453),2947,襄阳市(4206),2781,北京市(1101),2619,湛江市(4408),2227
2013,12,清远市(4418),3735365,0.85,560305,佛山市(4406),155259,广州市(4401),145187,东莞市(4419),52827,深圳市(4403),38617,贵阳市(5201),28415,中山市(4420),20684,湘潭市(4303),16236,韶关市(4402),12794,济南市(3701),10892,江门市(4407),9701,重庆市(5001),8844,惠州市(4413),7895,珠海市(4404),7787,舟山市(3309),5340,肇庆市(4412),4862,宁波市(3302),3617,云浮市(4453),3021,襄阳市(4206),2851,北京市(1101),2685,湛江市(4408),2343
2014,12,清远市(4418),3795174,0.85,569276,佛山市(4406),156362,广州市(4401),148301,东莞市(4419),54680,深圳市(4403),39991,贵阳市(5201),29396,中山市(4420),21708,湘潭市(4303),16796,济南市(3701),11269,韶关市(4402),10647,惠州市(4413),9337,重庆市(5001),9149,江门市(4407),8944,珠海市(4404),6667,舟山市(3309),5524,肇庆市(4412),4360,宁波市(3302),3742,云浮市(4453),3125,襄阳市(4206),2949,北京市(1101),2778,上海市(3101),2507
2015,12,清远市(4418),3862900,0.8487,584457,佛山市(4406),157833,广州市(4401),153704,东莞市(4419),57582,深圳市(4403),42177,贵阳市(5201),30951,中山市(4420),22969,湘潭市(4303),17685,济南市(3701),11865,惠州市(4413),11150,重庆市(5001),9633,韶关市(4402),8136,江门市(4407),7816,舟山市(3309),5816,珠海市(4404),5422,宁波市(3302),3940,肇庆市(4412),3683,云浮市(4453),3290,襄阳市(4206),3105,北京市(1101),2925,上海市(3101),2742
2016,12,清远市(4418),3925987,0.849845429,589505,广州市(4401),156557,佛山市(4406),156240,东莞市(4419),59480,深圳市(4403),43640,贵阳市(5201),31971,中山市(4420),23726,湘潭市(4303),18268,惠州市(4413),12656,济南市(3701),12256,重庆市(5001),9951,江门市(4407),6530,舟山市(3309),6008,韶关市(4402),5736,珠海市(4404),4233,宁波市(3302),4070,云浮市(4453),3399,襄阳市(4206),3208,北京市(1101),3021,肇庆市(4412),2958,上海市(3101),2924
2017,12,清远市(4418),3976463,0.85,596469,广州市(4401),159542,佛山市(4406),155869,东莞市(4419),61228,深圳市(4403),44976,贵阳市(5201),32911,中山市(4420),24423,湘潭市(4303),18804,惠州市(4413),13859,济南市(3701),12616,重庆市(5001),10243,舟山市(3309),6184,江门市(4407),5594,宁波市(3302),4190,韶关市(4402),3956,云浮市(4453),3498,珠海市(4404),3358,襄阳市(4206),3302,北京市(1101),3110,上海市(3101),3093,湛江市(4408),2895
2018,12,清远市(4418),4014632,0.85,602195,广州市(4401),161986,佛山市(4406),155570,东莞市(4419),62658,深圳市(4403),46069,贵阳市(5201),33680,中山市(4420),24994,湘潭市(4303),19244,惠州市(4413),14842,济南市(3701),12910,重庆市(5001),10482,舟山市(3309),6329,江门市(4407),4829,宁波市(3302),4288,云浮市(4453),3580,襄阳市(4206),3379,上海市(3101),3242,北京市(1101),3183,湛江市(4408),2996,珠海市(4404),2643,韶关市(4402),2502
2019,12,清远市(4418),4046930,0.85,607039,广州市(4401),164057,佛山市(4406),155305,东莞市(4419),63873,深圳市(4403),46997,贵阳市(5201),34332,中山市(4420),25478,湘潭市(4303),19617,惠州市(4413),15679,济南市(3701),13161,重庆市(5001),10685,舟山市(3309),6451,宁波市(3302),4371,江门市(4407),4177,云浮市(4453),3650,襄阳市(4206),3445,上海市(3101),3375,北京市(1101),3244,湛江市(4408),3085,珠海市(4404),2034,九江市(3604),1980
2020,12,清远市(4418),4096685,0.85,614503,广州市(4401),166743,佛山市(4406),155886,东莞市(4419),65278,深圳市(4403),48061,贵阳市(5201),35088,中山市(4420),26039,湘潭市(4303),20048,惠州市(4413),16499,济南市(3701),13450,重庆市(5001),10920,舟山市(3309),6593,宁波市(3302),4467,云浮市(4453),3730,江门市(4407),3624,襄阳市(4206),3520,上海市(3101),3514,北京市(1101),3316,湛江市(4408),3181,九江市(3604),2023,梧州市(4504),2011
2000,12,池州市(3417),1389500,0.5674,601098,合肥市(3401),56769,温州市(3303),54232,安庆市(3408),53199,苏州市(3205),49643,芜湖市(3402),40106,金华市(3307),37877,台州市(3310),32372,上海市(3101),28215,镇江市(3211),25274,南京市(3201),23203,铜陵市(3407),18405,泉州市(3505),18175,宁波市(3302),15051,嘉兴市(3304),14378,杭州市(3301),12862,兰州市(6201),11303,徐州市(3203),10901,东莞市(4419),8943,湖州市(3305),8609,大连市(2102),8288
2001,12,池州市(3417),1386719,0.703822467,410715,温州市(3303),33788,上海市(3101),32397,合肥市(3401),28770,安庆市(3408),28608,苏州市(3205),28384,金华市(3307),24969,芜湖市(3402),21565,台州市(3310),19258,镇江市(3211),17929,南京市(3201),14906,杭州市(3301),14245,铜陵市(3407),12825,泉州市(3505),10300,常州市(3204),10256,北京市(1101),9665,嘉兴市(3304),9555,宁波市(3302),9536,无锡市(3202),8759,兰州市(6201),8018,徐州市(3203),7733
2002,12,池州市(3417),1406871,0.787480945,298987,上海市(3101),32871,温州市(3303),22272,金华市(3307),17346,苏州市(3205),16955,安庆市(3408),15506,合肥市(3401),14650,杭州市(3301),13998,镇江市(3211),13480,台州市(3310),12086,芜湖市(3402),12069,北京市(1101),11166,常州市(3204),10958,南京市(3201),10085,铜陵市(3407),9469,无锡市(3202),8612,嘉兴市(3304),6797,宁波市(3302),6384,泉州市(3505),6183,兰州市(6201),6029,徐州市(3203),5815
2003,12,池州市(3417),1421485,0.837797315,230569,上海市(3101),31798,温州市(3303),15633,杭州市(3301),13101,金华市(3307),12597,北京市(1101),11183,苏州市(3205),10718,镇江市(3211),10668,常州市(3204),10624,安庆市(3408),8503,台州市(3310),8085,无锡市(3202),7977,合肥市(3401),7503,铜陵市(3407),7356,南京市(3201),7132,芜湖市(3402),6996,深圳市(4403),5141,嘉兴市(3304),5140,兰州市(6201),4771,徐州市(3203),4602,宁波市(3302),4535
2004,12,池州市(3417),1432429,0.85,214864,上海市(3101),34425,杭州市(3301),13663,温州市(3303),13562,北京市(1101),12016,常州市(3204),11247,金华市(3307),10870,镇江市(3211),10114,苏州市(3205),8501,无锡市(3202),8232,铜陵市(3407),6844,台州市(3310),6751,南京市(3201),5995,安庆市(3408),5707,深圳市(4403),5301,芜湖市(3402),4812,合肥市(3401),4706,嘉兴市(3304),4703,兰州市(6201),4523,徐州市(3203),4362,宁波市(3302),3955
2005,12,池州市(3417),1440000,0.85,216000,上海市(3101),37727,杭州市(3301),14307,温州市(3303),13292,北京市(1101),12690,常州市(3204),11826,镇江市(3211),10258,金华市(3307),9939,无锡市(3202),8578,苏州市(3205),8023,铜陵市(3407),6809,台州市(3310),6517,深圳市(4403),5521,南京市(3201),5345,安庆市(3408),4928,嘉兴市(3304),4646,兰州市(6201),4588,徐州市(3203),4425,合肥市(3401),3934,宁波市(3302),3858,东莞市(4419),3630
2006,12,池州市(3417),1440243,0.85,216036,上海市(3101),39661,杭州市(3301),13940,温州市(3303),13475,北京市(1101),12181,常州市(3204),11310,镇江市(3211),10277,金华市(3307),8867,苏州市(3205),8556,无锡市(3202),8109,铜陵市(3407),6689,台州市(3310),6563,合肥市(3401),5447,深圳市(4403),5395,安庆市(3408),5276,兰州市(6201),4596,嘉兴市(3304),4571,南京市(3201),4568,徐州市(3203),4433,宁波市(3302),3827,东莞市(4419),3636
